true, predicted, text
3,1,Come in on a busy Saturday night. Only one bartender | Kimmy| was working. Even though she was spread thin| she gave amazing service. Never let our beers go empty and food was delivered hot. She had a great personality! Everything we ordered was delicious! The beer selection was great and it was fun to try something different! I defiantly recommend this place for somewhere casual but a step up from your usual neighborhood bar.
3,0,I've eaten here twice now... Wow! Good food at a great price. Not only all you can eat sushi but Asian/Hawaiian influenced appetizers and sides. ------Favorites------Chicken katsu---Baked muscles ------I love sushi but not all sushi restaurants are created equal.... Island sushi is close to the top of my long list of sushi places that are in the affordable range.------Happy hour is good if you want a quick snack and don't want to be paying so much. ------All you can eat prices (approx.)---Lunch---$22---Dinner---$26
3,1,I gave this location 4 stars and the Sahara location 5 because of my experience at this one was not as good as it should've been.my fault| not the staff's.------The lovely Esther was a very friendly cashier and the line of 6 people ahead of me was very fast.Food came out very quickly(my usual double double animal style| fries and root beer) and was delish.------the only bad part about the experience was eating indoors.to me| In-N-Out is not a sit-down kinda place.It was meant to be eaten in a car| with music playing and burger juices dripping all over the seat and steering wheel.I'm sorry I had to learn that the hard way....
3,0,The food is great. My favorite is to get the appetizer sampler with 3 different items. The prices are pretty cheap compared to other restaurants in Charlotte.
3,0,I had the best experience at Oreganos! My server was Rose on Friday! We never had a spar moment of wondering where our server was. She defiantly knew what she was doing. She was an expert on the menu. I got the antipasta salad and Rose helped me with what I did and and didn't want she really work with my order! Salad was huge and fantastic! She recommend doing the dressing on the side so I can take the huge salad home. That was a awesome idea! My girlfriend got the pesto penne and love it| it was almost gone! Glasses were always filled  and we got a pizza cookie! Best part of the meal! I will defiantly be going back to Oreganos| and asking for Rose's section.
3,0,We went there last night for dinner. I did a mediterranean tour| Israel and Egypt in the Navy and this food did not taste the same. I guess for Charlotte it is doable. The food didn't taste bad but somethings were different. Maybe the water? I don't know. The service was excellent. The prices were reasonable. The place looked clean. We got there @8pm and had plenty of parking with no wait time for table. I guess I would return if we were in the area but not go out of my way.
3,0,It's time to rewind and dine!!!  I used to hit this place up on a regular basis for the sheer amount of food and drink you can down on the happy hour..  After a short visit back the memories started pouring back just as a clear and heavy as the drinks they dish out!!!!  Any of the appetizers are amazing during the happy hour and the crowds whether they are there or not doesn't even matter because the bartenders are awesome conversationalists.  I LOVE the feel of the restaurant.  Its kind of a dungeon when you first come in with a distinct scent but mehhhh it's damn good once you get down and grubbin'.
3,0,Was a nice authentic Chinese restaurant. Went for lunch and got busy really quick. Was a little confused because they don't seat us. You just sit down and then theyll give you water and menu. Price is good especially with the portion they give  you. People there are fairly nice.
3,0,This place looked mysterious and pretty sketchy from the outside because the windows are covered handmade posters| but I trusted Yelp and I am glad I did.------It is a cozy| intimate place with around 8 tables. The food was delicious without being too sweet| which would explain why the majority of their clientele was Korean. It was pretty full on a Thursday night. There was a couple on a quick dinner date| a married couple enjoying Korean BBQ with some soju| friends drinking their butts off| etc. Super casual| but with a comfortable noise level| and anyone can blend in.------Their menu is as extensive as the other places| so something for everyone.------Server was nice| price is average for the area| and the food was above average. I would go back to this place!
3,0,My buddy and I just ate lunch up at the bar. This was my second time in and this was the way to go.  The food came quickly| the toasted subs were amazing and the beautiful young ladies that were bar tending welcomed us and made us feel right at home.  I'll definitely be back soon to take my seat at the bar.  Thanks!
3,0,Needed a good| quick meal and this place fit the bill perfectly.  I ordered the ribs and fish combo and it was very good!  The person behind the counter was very personable and my meal was ready quickly.  I would definitely recommend|
3,1,Love Donovan's....by far| the best steak in the valley.  And the one time they gave us bad service| I called and spoke to the manager.  They sent me a $150 gift card!  Better yet| I got a call from them the other day| wishing me a happy wedding anniversary.  So thoughtful.   We will always go to donovan's for special occasions!
3,0,They were so nice to us when we picked up food on the way home from the airport (and were late because we made a wrong term).  PF Chang's is comfort food for me.  I always like the orange peel shrimp| the hot and sour soup| and the szechuan asparagus.
3,0,This place has become my go-to burrito place. Don't care that Chipotle is up the street. They make burritos how I like them. They put the stuff I like that others charge extra for. I'm a big boy and I love places where I can get really good food and be stuffed for under 10 bones. Having really nice folks behind the counter doesn't hurt either.
